car_test_nm,addr_road,x,y,tel,tester,work_time,agency_cd,agency_nm,reg_dt
아주자동차,인천광역시 계양구 아나지로 111(효성동),37.52576666,126.704084,032-504-7888,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
남양자동차공업사,인천광역시 서구 가재울로 72 (가좌동),37.47825904,126.680788,032-575-2292,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
1급마스타자동차공업사,인천광역시 서구 백범로 954 (가좌동),37.48959093,126.6538619,032-573-8300,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
모던모터스,인천광역시 서구 염곡로 59 (가좌동),37.49036314,126.6637371,032-576-1566,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
㈜뉴종합1급공업사,인천광역시 서구 봉수대로277번길 3 (석남동),37.50033388,126.6609532,032-579-0330,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
대원자동차공업㈜,인천광역시 서구 칠천왕로 36 (석남동),37.50958348,126.6719344,032-575-7001,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
길현대1급자동차공업사,인천광역시 서구 거북로 10 (석남동),37.50330004,126.6628316,032-572-7303,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
광일자동차정비공업사,인천광역시 서구 원당대로507번길 3 (왕길동),37.59292542,126.6571747,032-563-2332,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
㈜현대종합정비,인천광역시 서구 드림로 178 (백석동),37.58253895,126.6590242,032-567-6211,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
주식회사 광양항정비,전라남도 광양시 중마로 15(도이동),34.92676975,127.6859472,061-795-6675,4,평일:08:50 ~ 17:30,4840000,전라남도 광양시,2024-06-03
(유)메디컬자동차공업사,전라남도 광양시 광양읍 주령길7,34.96508242,127.550555,061-723-2711,3,평일:09:00~18:00,4840000,전라남도 광양시,2024-06-03
태경특장,전라남도 광양시 광양읍 초남2공단2길 46,34.94362544,127.606405,061-762-5005,3,평일:09:00~18:00,4840000,전라남도 광양시,2024-06-03
주식회사 대원기업,전라남도 광양시 담안길 82(태인동),34.941149,127.750638,061-762-6004,3,평일:09:00~18:00,4840000,전라남도 광양시,2024-06-03
가야(주),전라남도 광양시 옥곡면 강변로 449,34.980765,127.711419,061-772-6448,3,평일:08:00~18:00,4840000,전라남도 광양시,2024-06-03
동안자동차공업사,전라남도 광양시 옥곡면 신금산단1길 1,34.96536882,127.725335,061-772-6440,2,평일:09:00~18:00,4840000,전라남도 광양시,2024-06-03
베스트자동차공업사,전라남도 광양시 용장길 4(성황동),34.94824778,127.6759961,061-794-0455,3,평일:08:50 ~ 17:30,4840000,전라남도 광양시,2024-06-03
(주)성황,전라남도 광양시 용장길13(성황동),34.94664356,127.6757295,061-791-4998,2,평일:09:00~18:00,4840000,전라남도 광양시,2024-06-03
국제모터스,경기도 가평군 설악면 자잠로 53-30,37.682751,127.489757,031-585-2361,1,평일:09:00~18:00,4160000,경기도 가평군,2024-08-12
테크원모터스㈜,경기도 가평군 가평읍 태봉두밀로 34-73,37.804460,127.486981,031-581-8585,1,평일:09:00~18:00+토요일:09:00~12:00,4160000,경기도 가평군,2024-08-12
일급합동자동차공업사,경기도 가평군 조종면 청군로 1213,37.813438,127.350173,031-585-5677,1,평일:09:00~18:00+토요일:09:00~12:00,4160000,경기도 가평군,2024-08-12
가평상용현대서비스,경기도 가평군 상면 청군로 1990,37.831392,127.295098,031-585-6360,2,평일:09:00~18:00,4160000,경기도 가평군,2024-08-12
설악자동차공업사,경기도 가평군 설악면 유명로 1708-12,37.677958,127.481133,031-585-9833,1,평일:09:00~18:00+토요일:09:00~12:00,4160000,경기도 가평군,2024-08-12
1급청평제일자동차정비센터,경기도 가평군 청평면 마지기길 17,37.748853,127.432486,031-581-4287,2,평일:09:00~18:00,4160000,경기도 가평군,2024-08-12
가평자동차정비공업㈜,경기도 가평군 가평읍 태평길 3,37.827675,127.515096,031-582-7233,1,평일:09:00~18:00,4160000,경기도 가평군,2024-08-12
청진자동차공업㈜,서울특별시 서초구 과천대로 904-6,37.47160884,126.9840555,02-587-2320,5,09:00~18:00,3210000,서울특별시 서초구,2024-08-08
양재현대서비스 주식회사,서울특별시 서초구 남부순환로342길 100-9,37.47590033,127.0277775,02-572-4665,4,09:00~18:00,3210000,서울특별시 서초구,2024-08-08
(주)인천현대모터스,인천광역시 동구 중봉대로 68(송현동),37.48523552,126.6448882,032-765-5001,2,평일:09:00~18:00+토요일:09:00~13:00,3500000,인천광역시 동구,2024-08-08
월드자동차공업(주),인천광역시 동구 봉수대로 95(송림동),37.48456097,126.6595316,032-579-8977,3,평일:09:00~18:00+토요일:09:00~13:00,3500000,인천광역시 동구,2024-08-08
KG모빌리티 인천서비스센터㈜,인천광역시 동구 방축로 17(송현동),37.48850054,126.6489468,032-584-5520,4,평일:09:00~18:00+토요일:09:00~13:00,3500000,인천광역시 동구,2024-08-08
(주)샵모터스,인천광역시 동구 방축로 165(송림동),37.48096038,126.663222,032-576-6532,3,평일:08:30~18:00+토요일:08:30~13:00,3500000,인천광역시 동구,2024-08-08
북항자동차정비검사소,인천광역시 동구 방축로9번길 57(송현동),37.49027644,126.6501681,032-583-5582,4,평일:08:30~17:30+토요일:08:30~13:00,3500000,인천광역시 동구,2024-08-08
금성1급종합정비,경상남도 의령군 부림면 의합대로 2102,35.46086044,128.3300157,055-574-9300,1,평일:09:00~17:00,5390000,경상남도 의령군,2024-08-07
대도정비,경상남도 의령군 의령읍 의병로 107,35.32086066,128.2496293,055-573-8275,1,평일:09:00~17:30+토요일:9:00~11:30,5390000,경상남도 의령군,2024-08-07
극동공업사,강원특별자치도 영월군 영월읍 덕포우회길 54,37.1786704,128.4741711,033-373-9220,2,"평일 : 09:00~18:00, 토요일(첫,셋째주) : 09:00~12:00",4271000,강원특별자치도 영월군,2024-07-29
영월현대서비스,강원특별자치도 영월군 영월읍 영월로 2129,37.1840232,128.482622,033-370-0802,3,토요일 09:00~18:00,4271000,강원특별자치도 영월군,2024-07-29
㈜화성현대서비스,,37.21770544,126.7290107,031-356-6200,,09:00~18:00,5530000,경기도 화성시,2024-07-31
우정자동차정비공업사㈜,,37.08134909,126.8099309,031-358-0464,,09:00~18:00,5530000,경기도 화성시,2024-07-31
와우자동차서비스,,37.21882632,126.9780082,031-267-0107,,09:00~18:00,5530000,경기도 화성시,2024-07-31
㈜영재모터스,,37.16235494,126.8980249,031-354-2877,,09:00~18:00,5530000,경기도 화성시,2024-07-31
㈜남양공업사,,37.20242225,126.8623443,031-366-8778,,09:00~18:00,5530000,경기도 화성시,2024-07-31
대성1급자동차공업사,,37.21091854,126.7384391,031-356-2134,,09:00~18:00,5530000,경기도 화성시,2024-07-31
신화성자동차공업사,,37.0639238,126.7940374,031-351-4499,,09:00~18:00,5530000,경기도 화성시,2024-07-31
안산자동차검사소,경기도 안산시 상록구 안산천서로6길 16 (월피동),37.33739152,126.849213,031-475-5270,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
안양자동차검사소,경기도 안양시 동안구 시민대로392 (관양동),37.39550714,126.9736054,031-422-4500,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
여수자동차검사소,전라남도 여수시 만성로 184-11 (만흥동),34.77331431,127.7167516,061-653-9893,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
㈜성산자동차,강원특별자치도 홍천군 홍천읍 구시울1길 16,37.67207874,127.8541272,033-435-2200,3,09:00~18:00,4251000,강원특별자치도 홍천군,2024-04-12
(주)광건정비사업소,강원특별자치도 홍천군 북방면 송학정로 23-40,37.68202727,127.8543725,033-434-0074,9,09:00~18:00,4251000,강원특별자치도 홍천군,2024-04-12
㈜태안현대자동차정비,경기도 화성시 정남면 만년로 441,37.16129606,126.9812898,031-352-9090,,09:00~18:00,5530000,경기도 화성시,2024-07-31
우성자동차정비공업사,,37.13978842,126.9027043,031-354-9909,,09:00~18:00,5530000,경기도 화성시,2024-07-31
현대남양서비스 주식회사,,37.20512179,126.7853287,031-366-9930,,09:00~18:00,5530000,경기도 화성시,2024-07-31
㈜길갈1급공업사,,37.22412516,126.8525067,031-355-0988,,09:00~18:00,5530000,경기도 화성시,2024-07-31
명차화성검사소,,37.21039819,126.9844269,0507-1412-011,,09:00~18:00,5530000,경기도 화성시,2024-07-31
남양현대1급정비㈜,,37.2165005834,126.8201085764,031-356-2131,,09:00~18:00,5530000,경기도 화성시,2024-07-31
팔탄상용현대서비스 주식회사,,37.12810423,126.8510483,0507-1343-775,,09:00~18:00,5530000,경기도 화성시,2024-07-31
화성서비스,경기도 화성시 양감면 은행나무로 432-3,37.0961166,126.9403681,0507-1407-474,,09:00~18:00,5530000,경기도 화성시,2024-07-31
㈜장안모터스,경기도 화성시 장안면 장안로 300,37.0841298,126.8487686,031-358-3959,,09:00~18:00,5530000,경기도 화성시,2024-07-31
㈜현대1급이조자동차정비,,37.1539516,126.9316589,0507-1373-332,,09:00~18:00,5530000,경기도 화성시,2024-07-31
주식회사 발안서비스,경기도 화성시 향남읍 발안공단로 107,37.08617875,126.9073037,031-353-2882,,09:00~18:00,5530000,경기도 화성시,2024-07-31
동탄서비스기아오토큐주식회사,,37.21794275,127.055179,031-238-8585,,09:00~18:00,5530000,경기도 화성시,2024-07-31
성화자동차서비스,경기도 화성시 양감면 두머리길 15,37.09790379,126.9403881,031-8047-0030,,09:00~18:00,5530000,경기도 화성시,2024-07-31
신안전자동차공업사㈜,,37.13236797,126.898237,000-0000-0000,,09:00~18:00,5530000,경기도 화성시,2024-07-31
㈜중앙고속,경기도 화성시 풀무골로 1,37.20506552,127.1251996,031-379-8884,,09:00~18:00,5530000,경기도 화성시,2024-07-31
1급화성자동차정비검사소주식회사,경기도 화성시 팔탄면 서해로 961,37.14752465,126.8912958,031-351-5105,,09:00~18:00,5530000,경기도 화성시,2024-07-31
화성상용서비스㈜,경기도 화성시 양감면 암소고개로 255-18,37.07655148,126.9145446,031-8058-1133,,09:00~18:00,5530000,경기도 화성시,2024-07-31
1급태동공업사,경기도 화성시 토성로 532,37.142895,126.896367,031-353-0885,,09:00~18:00,5530000,경기도 화성시,2024-07-31
남동탄서비스기아오토규주식회사,경기도 화성시 경기동로 477-5,37.15287357,127.1237279,031-373-7000,,09:00~18:00,5530000,경기도 화성시,2024-07-31
1급서부자동차,경기도 화성시 팔탄면 온천로 98,37.13317036,126.8637023,0507-1456-384,,09:00~18:00,5530000,경기도 화성시,2024-07-31
투플러스자동차정비,경기도 화성시 향남읍 발안로 677,37.12509433,126.9786314,031-8055-8746,,09:00~18:00,5530000,경기도 화성시,2024-07-31
㈜우림자동차,경기도 화성시 원고매로2번길 30,37.2193889391,127.1046651395,0507-1326-466,,09:00~18:00,5530000,경기도 화성시,2024-07-31
㈜쉼터서비스,경기도 화성시 정남면 시청로 1592,37.17110824,126.9502182,031-366-0238,,09:00~18:00,5530000,경기도 화성시,2024-07-31
서부공단모터스,인천광역시 서구 원당대로428번길 7 (왕길동),37.58911578,126.6502972,032-563-8804,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
십정자동차공업사,인천광역시 서구 열우물로 175 (가좌동),37.47935346,126.6896033,032-579-9966,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
인천보링종합모터스,인천광역시 서구 석남로 20 (석남동),37.50066056,126.6638469,032-577-5222,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
㈜검단연안자동차,인천광역시 서구 검단천로 363 (오류동),37.59263635,126.6150524,032-516-2277,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
㈜효성자동차공업,인천광역시 서구 봉수대로 1278 (왕길동),37.58952745,126.6581745,032-548-8204,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
유영자동차공업㈜,인천광역시 서구 봉수대로501번길 9 (원창동),37.5201515,126.6612147,032-513-4949,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
㈜현대자동차블루핸즈서인천서비스,인천광역시 서구 원석로 160 (원창동),37.50960191,126.6423684,032-581-8601,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
클럽모터스,인천광역시 서구 원당대로428번길 16 (왕길동),37.58833525,126.6504804,032-566-7833,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
오토플러스(주),인천광역시 서구 정서진로 70 (오류동),37.55810688,126.6166448,070-4735-9221,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
성심자동차공업사,인천광역시 서구 건지로250번길 82 (가좌동),37.49181485,126.6692946,032-571-3000,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
자연환경모터스,인천광역시 서구 북항로 193번길 71 (원창동),37.50016232,126.6271023,032-579-5512,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
(주)한서자동차공업사,강원특별자치도 홍천군 북방면 송학정로 36-13,37.68287792,127.8598436,033-435-1901,4,09:00~18:00,4251000,강원특별자치도 홍천군,2024-04-12
현대자동차공업사,강원특별자치도 홍천군 홍천읍 공작산로 151,37.69370948,127.9074683,033-435-6400,1,09:00~18:00,4251000,강원특별자치도 홍천군,2024-04-12
(주) 홍천자동차공업사,강원특별자치도 홍천군 홍천읍 마지기로 145,37.70235625,127.8825048,033-434-2425,1,09:00~18:00,4251000,강원특별자치도 홍천군,2024-04-12
석화자동차공업사,강원특별자치도 홍천군 홍천읍 마지기로 187,37.70457671,127.8792513,033-435-9650,1,09:00~18:00,4251000,강원특별자치도 홍천군,2024-04-12
서석현대공업사,강원특별자치도 홍천군 서석면 아미산길 40-3,37.71887662,128.1798179,033-433-7910,1,09:00~18:00,4251000,강원특별자치도 홍천군,2024-04-12
삼성자동차공업사,강원특별자치도 홍천군 남면 명덕길 11-4,37.61707148,127.7663695,033-432-6432,1,09:00~18:00,4251000,강원특별자치도 홍천군,2024-04-12
동탄중앙모터스,경기도 화성시 장주기길 5,37.16179022,127.0799337,0507-1471-498,,09:00~18:00,5530000,경기도 화성시,2024-07-31
병점종합자동차검사소,경기도 화성시 정조로 64,37.21759527,127.0288787,0507-1392-557,,09:00~18:00,5530000,경기도 화성시,2024-07-31
㈜창원모터스,경기도 화성시 팔탄면 푸른들판로 416-53,37.1459247,126.8989981,031-352-6500,,09:00~18:00,5530000,경기도 화성시,2024-07-31
한국지엠 평택칠용지정서비스,경기도 평택시 삼남로 27-6(칠원동),37.029460,127.099149,031-668-7575,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
삼성정비 주식회사,경기도 평택시 평남로 456(합정동),36.988627,127.092032,031-657-3333,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
TH모터스,경기도 평택시 진위면 진위산단로 53-95,37.123547,127.080025,031-378-4972,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
평택대형자동차공업사,경기도 평택시 산단로15번길 6(모곡동),37.037693,127.072420,031-0000-0000,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
우리자동차정비공장,경기도 평택시 청북읍 현곡길 48,37.0465996831,126.930471,031-683-6300,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
㈜번창자동차공업사,경기도 평택시 도일로 262(도일동),37.056783,127.122501,031-656-8851,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
주식회사 우석공업사,경기도 평택시 노루댕이1길 14(장당동),37.044476,127.063923,031-665-6466,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
안중현대서비스(주),경기도 평택시 오성면 서동대로 2061,37.008107,126.971417,031-682-1900,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
진한자동차검사소,경기도 평택시 현덕면 서해로 668,36.956858,126.921075,031-681-1760,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
평화현대서비스 주식회사,경기도 평택시 포승읍 포승서로 80,36.997615,126.855998,031-686-8777,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
서평택모터스,경기도 평택시 포승읍 포승향남로 355,36.995840,126.845506,031-683-7833,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
오성공업사,경기도 평택시 오성면 숙성길 213,37.006942,126.979533,031-681-4123,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
1급현대자동차정비공장,경기도 평택시 송탄로 428(지산동),37.081779,127.058248,031-668-0167,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
(주)세진자동차서비스,"경기도 평택시 신평로 67, 111동(유천동)",36.972986,127.105297,031-652-4848,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
카카오토검사정비㈜,경기도 평택시 포승읍 포승향남로 95-5,36.9847073507,126.8717491608,031-684-9974,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
송탄1급자동차공업사,경기도 평택시 청원로 1399(장안동),37.052651,127.078666,031-611-4585,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
어연드림자동차검사소,경기도 평택시 청북읍 청북산단로 30,37.050233,126.973599,031-0000-0000,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
㈜올카,경기도 평택시 포승향남로 235,36.990396,126.857856,031-0000-0000,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
청도공업사(팽성점),경기도 평택시 팽성읍 팽성로 215,36.9546461505,127.059226,031-0000-0000,,09:00 ~ 18:00,3910000,경기도 평택시,2024-07-30
울진정비,경상북도 울진군 울진읍 울진북로 659,37.0054622,129.3997069,054-782-4000,1,09:00~18:00,5250000,경상북도 울진군,2024-07-31
㈜동경종합정비,경상북도 울진군 평해읍 동해대로 723,36.7049239,129.4426065,054-787-5555,1,09:00~18:00,5250000,경상북도 울진군,2024-07-31
백만정비,경상북도 울진군 울진읍 토일1길 138,36.9801607,129.3953319,054-782-6000,1,09:00~18:00,5250000,경상북도 울진군,2024-07-31
한미1급종합정비,경상북도 울진군 평해읍 학곡7길 18,36.7068138,129.4414713,054-787-8500,1,09:00~18:00,5250000,경상북도 울진군,2024-07-31
동일정비,경상북도 울진군 북면 울진북로 1834,37.0818644,129.3741801,054-783-7900,1,09:00~18:00,5250000,경상북도 울진군,2024-07-31
㈜엠원기업,대전광역시 서구 월드컵대로 484번길82-20,36.346941,127.352904,042-538-7796,3,평일09:00-18:00+토요일09:00-13:00,6300000,대전광역시,2021-10-26
지오스마일상사(주),서울특별시 강서구 양천로 368(가양동),37.5670728,126.843156,02-2668-5449,5,평일:09:00~18:00+토요일:09:00~13:00,3150000,서울특별시 강서구,2023-11-27
상록한마음모터스㈜,경기도 안산시 상록구 안산천서로 271,37.33747019,126.8500235,031-475-1566,,09:00~18:00,3930000,경기도 안산시,2024-06-28
오버존자동차1급정비,경기도 안산시 단원구 번영1로 7,37.32230628,126.7324929,031-480-4972,,09:00~18:00,3930000,경기도 안산시,2024-06-28
기아오토큐 안산사동자동차공업사,경기도 안산시 상록구 선진로 30,37.27922209,126.8468559,031-408-2031,,09:00~18:00,3930000,경기도 안산시,2024-06-28
동신자동차정비,경기도 안산시 단원구 시화호수로 841번길 28-3,37.2983505,126.7611187,031-408-3377,,09:00~18:00,3930000,경기도 안산시,2024-06-28
(주)대부일심1급자동차,경기도 안산시 단원구 대부황금로 1104,37.25878587,126.5849162,032-886-0660,,09:00~18:00,3930000,경기도 안산시,2024-06-28
청원자동차정비,경기도 안산시 상록구 오목로 171,37.29161106,126.8766002,031-409-4433,,09:00~18:00,3930000,경기도 안산시,2024-06-28
㈜안산모터스,경기도 안산시 단원구 연수원로 17,37.31544247,126.7967649,031-494-0131,,09:00~18:00,3930000,경기도 안산시,2024-06-28
신광자동차정비,경기도 안산시 단원구 선이로 33,37.34305616,126.8012585,031-482-8585,,09:00~18:00,3930000,경기도 안산시,2024-06-28
(주)동양정비,경기도 안산시 상록구 오목로13길 16,37.29287771,126.8767499978,031-407-0707,,09:00~18:00,3930000,경기도 안산시,2024-06-28
세기자동차정비㈜,경기도 안산시 상록구 선진안길 25,37.28078315,126.8447179,031-407-4800,,09:00~18:00,3930000,경기도 안산시,2024-06-28
㈜1급현대정비,경기도 안산시 단원구 선이로 43,37.34385415,126.8005342,031-484-5556,,09:00~18:00,3930000,경기도 안산시,2024-06-28
㈜중앙카독크,경기도 안산시 상록구 안산천서로 265,37.33711148,126.8495877,031-475-1282,,09:00~18:00,3930000,경기도 안산시,2024-06-28
현대대명모터스,경기도 안산시 상록구 선진6길 18,37.28139855,126.8449195,031-407-5333,,09:00~18:00,3930000,경기도 안산시,2024-06-28
경동모터스,경기도 안산시 상록구 선진3길 14,37.27938465,126.848687,031-408-5200,,09:00~18:00,3930000,경기도 안산시,2024-06-28
주식회사 모건,경기도 용인시 기흥구 용구대로2469번길 1 (보정동),37.30664513,127.1054935,031-283-5500,,09:00~18:00,4050000,경기도 용인시,2024-08-07
(주)장안,경기도 용인시 기흥구  용구대로2469번길 128 (보정동),37.31805916,127.1058056,1588-4212,,09:00~18:00,4050000,경기도 용인시,2024-08-07
(주)오토허브서비스,경기도 용인시 기흥구 중부대로 242 (영덕동) C동 1층 (영덕동),37.26946876,127.0932438,031-5182-5777,,09:00~18:00,4050000,경기도 용인시,2024-08-07
(주)구갈현대서비스,경기도 용인시 기흥구 중부대로 537-15 (구갈동),37.27255127,127.1248867,031-282-2111,,09:00~18:00,4050000,경기도 용인시,2024-08-07
명차공업사,경기도 용인시 기흥구 중부대로746번길 14-12 (상하동),37.26241532,127.1380673,031-281-0110,,09:00~18:00,4050000,경기도 용인시,2024-08-07
1급비손모터스공업사,경기도 용인시 기흥구 천명산로 5 (하갈동),37.25509557,127.0924875,031-204-0600,,09:00~18:00,4050000,경기도 용인시,2024-08-07
다모아자동차서비스,경기도 용인시 기흥구 공세로 208 (공세동),37.23960768,127.1023725,031-285-4660,,09:00~18:00,4050000,경기도 용인시,2024-08-07
수지서비스기아오토큐,경기도 용인시 수지구 수지로 112 (성복동),37.31169123,127.0785803,031-262-2355,,09:00~18:00,4050000,경기도 용인시,2024-08-07
신세계자동차공업(주),경기도 용인시 수지구  용구대로 2711-3 (죽전동),37.32803172,127.1079797,031-263-0090,,09:00~18:00,4050000,경기도 용인시,2024-08-07
(주)수지자동차(풍덕천),경기도 용인시 수지구 풍덕천로190번길 15-4 (풍덕천동),37.32507732,127.1026214,031-262-6655,,09:00~18:00,4050000,경기도 용인시,2024-08-07
처인중앙현대서비스(주),경기도 용인시 처인구 명지로 176 (남동),37.22605505,127.1944137,031-321-1700,,09:00~18:00,4050000,경기도 용인시,2024-08-07
원탑코리아공업사,인천광역시 남동구 석정로 540-1(간석동),37.46562094,126.6958729,032-858-4119,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
신성자동차(10.4.26),인천광역시 남동구 논현고잔로 135번길 30-34(고잔동),37.39766685,126.7125349,032-446-7700,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
고려1급자동차,인천광역시 남동구 논현고잔로 109번길 68 (고잔동),37.39405489,126.7092749,032-811-2288,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
제이오토카케어센터,인천광역시 부평구 백범로 573(십정동),37.47418043,126.6895385,032-821-2002,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
(주)부강자동차사업소,인천광역시 부평구 백범로 578번길 58(십정동),37.47668101,126.6920239,032-576-5825,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
신일자동차서비스,인천광역시 부평구 평천로 118 (청천동),37.52056679,126.7053352,032-501-4600,,평일:09:00~18:00+토요일:09:00~13:00,6280000,인천광역시,2023-05-31
와수자동차공업사,강원도 철원군 서면 와수로 258,38.24452826,127.4447718,033-458-8011,1,평일 9-18시,4301000,강원특별자치도 철원군,2022-11-22
전방자동차공업사,강원도 철원군 갈말읍 두루미로 53,38.18168208,127.3235776,033-452-5380,1,평일 9-18시,4301000,강원특별자치도 철원군,2022-11-22
순천자동차검사소,전라남도 순천시 해촌길10 (조례동),34.9649137,127.5495402,061-741-5532,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
신탄진자동차검사소,대전광역시 대덕구 대덕대로1417번길 31 (문평동),36.4470167,127.4051163,042-931-8106,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
안동자동차검사소,경상북도 안동시 경북대로 166-13 (수상동),36.548134,128.7028338,054-858-8447,,(평일)09:00~18:00+(토요일)09:00~13:00,B553881,한국교통안전공단,2024-01-26
남부자동차서비스,경기도 파주시 파주읍 정문로588번길 56,37.8101254,126.8218517,031-952-1658,3,평일:09:00~18:00+토요일:09:00~13:00,4060000,경기도 파주시,2024-05-14
한양1급자동차공업사,경기도 파주시 월롱면 한태말길 3-10,37.77834538,126.788844,031-948-0028,3,평일:09:00~18:00+토요일:09:00~13:00,4060000,경기도 파주시,2024-05-14
주식회사 파주자동차,경기도 파주시 월롱면 엘지로 274-60,37.81543295,126.7689058,070-7718-1244,3,평일:09:00~18:00+토요일:09:00~13:00,4060000,경기도 파주시,2024-05-14
주식회사 현대오성자동차공업사,경기도 파주시 탄현면 평화로 563,37.77200233,126.721975,031-943-8272,3,평일:09:00~18:00+토요일:09:00~13:00,4060000,경기도 파주시,2024-05-14
(유)새천년모터스공업사,전북특별자치도 임실군 임실읍 호국로 1778,35.61885518,127.2931281,063-644-1515,1,09:00~18:00,4761000,전북특별자치도 임실군,2024-07-22
(유)임실모터스,전북특별자치도 임실군 임실읍 춘향로 2999,35.635822,127.283421,063-644-9119,1,09:00~18:00,4761000,전북특별자치도 임실군,2024-07-22
무진장공업사,전북특별자치도 진안군 진안읍 전진로 3136-9,35.78001722,127.4047397,063-433-7711,2,(평일)09:00~18:00,4731000,전북특별자치도 진안군,2024-07-22
안천공업사,전북특별자치도 진안군 안천면 진무로 3023,35.8990157,127.5548345,063-432-4141,1,(평일)09:00~18:00,4731000,전북특별자치도 진안군,2024-07-22
화성공업사,경기도 의정부시 경의로117번길 11(의정부동),37.73357417,127.0489508,031-877-2777,3,평일09:00~18:00,3820000,경기도 의정부시,2024-07-15
현대자동차정비공업사㈜,경기도 의정부시 입석로 52(가능동),37.75525416,127.0200971,031-878-8400,5,평일08:00~18:00+토요일08:00~18:00,3820000,경기도 의정부시,2024-07-15
주식회사 광성카독크,경기도 의정부시 입석로32번길 2(녹양동),37.75632294,127.022243,031-837-1112,3,평일09:30~17:30+토요일09:30~12:30,3820000,경기도 의정부시,2024-07-15
㈜한국자동차,경기도 의정부시 호국로 1608(금오동),37.75617627,127.0794626,031-840-4401,5,평일08:30~18:00+토요일08:30~13:00,3820000,경기도 의정부시,2024-07-15
교통안전공단 구로검사소,서울특별시 구로구 경인로 113,37.4928494506,126.8333562284,02-2037-6000,14,평일:09:00~18:00+토요일:09:00~13:00,3160000,서울특별시 구로구,2024-10-14
(주)관악정비센터,서울특별시 관악구 봉천로 412,37.48248663,126.9455949,02-875-8000,2,평일:08:30~17:00+토요일:08:00~12:00(셋째주 토요일 휴무),3200000,서울특별시 관악구,2024-09-30
㈜지에스모터스,경기도 파주시 교하로863번길 5,37.72437451,126.701624,031-918-8282,3,평일:09:00~18:00+토요일:09:00~13:00,4060000,경기도 파주시,2024-05-14
